Record ID,Company name,Customer Code,Matched Customer Name,Match Score,Multiple Codes?
52582383908,All South Door & Hdwe,ALLS,ALL SOUTH DOOR & HDWE,100.0,
52562982034,All-rite Installation LLC,ARIL,ALL-RITE INSTALLATION LLC,100.0,
52581454192,Allen & Allen Company,ALAL,ALLEN & ALLEN COMPANY,100.0,
52563754556,Allen Lumber & Millwork,ALML,ALLEN LUMBER & MILLWORK,100.0,
52590707329,Allen Supply,ALLE,ALLEN SUPPLY,100.0,
52581609068,Allerdice Commer. Doors,ALCD,ALLERDICE COMMER. DOORS,100.0,
52591173524,Allied Door & Hdwe. CO.,ADHC,ALLIED DOOR & HDWE. CO.,100.0,
52594885432,Alpena Door & Supply,ALPE,ALPENA DOOR & SUPPLY,100.0,
52582383907,Alternate Entrance Serv.,ALTE,ALTERNATE ENTRANCE SERV.,100.0,
52593030664,Ambico,AMOC,AMBICO,100.0,
52567461124,American Bldg.service LLC,ABSL,AMERICAN BLDG.SERVICE LLC,100.0,
52574649627,American Direct Procure.,AMDI,AMERICAN DIRECT PROCURE.,100.0,
52584396857,American Door & Frame INC,AMDF,AMERICAN DOOR & FRAME INC,100.0,
52606199595,American Door and Hdwe,AMGA,AMERICAN DOOR AND HDWE,100.0,
52579670936,American Door CO,ADCM,AMERICAN DOOR CO,100.0,
52598903472,American Door Innovations,ADIG,AMERICAN DOOR INNOVATIONS,100.0,
52569633548,American Door Products,ADPG,AMERICAN DOOR PRODUCTS,100.0,YES
52569633548,American Door Products,ADTX,AMERICAN DOOR PRODUCTS,100.0,YES
52567461125,American Heritage Woods,AMHW,AMERICAN HERITAGE WOODS,100.0,
52565911208,American Industrial Door,AMIN,AMERICAN INDUSTRIAL DOOR,100.0,
52580989107,American Lock & Door Specialists,AMLF,AMERICAN LOCK & DOOR SPECIALISTS,100.0,
52562982032,American Millwork & Hdwe.,AMER,AMERICAN MILLWORK & HDWE.,100.0,
52579981319,American Quality Prod Crp,AQPC,AMERICAN QUALITY PROD CRP,100.0,
52604035855,American View Millwork,AVMW,AMERICAN VIEW MILLWORK,100.0,
52577658176,Amtekco Industries INC.,AMTE,AMTEKCO INDUSTRIES INC.,100.0,
52583158957,Amweld Building Products,AMWE,AMWELD BUILDING PRODUCTS,100.0,YES
52583158957,Amweld Building Products,AMWF,AMWELD BUILDING PRODUCTS,100.0,YES
52574029972,Anco,ANCO,ANCO,100.0,
52581609065,Anderson Lock,ANDE,ANDERSON LOCK,100.0,
52584552538,Andres Commercial Door,ANDR,ANDRES COMMERCIAL DOOR,100.0,
52591945508,Appalachian Commercial Pr,APPC,Appalachian Commercial Pr,100.0,
52591016816,Arbor Coral Eic,ACCR,ARBOR CORAL EIC,100.0,
52605425697,Arc One Door Company,ARCO,ARC ONE DOOR COMPANY,100.0,
52594269041,Architechtural Hdwe of VA,ARHV,ARCHITECHTURAL HDWE OF VA,100.0,
52566532469,Architechural Opening INC,ARKE,ARCHITECHURAL OPENING INC,100.0,
52578742025,Architect. Products of VA,APVA,ARCHITECT. PRODUCTS OF VA,100.0,
52581299297,Architectural & Design Hd,ARDH,ARCHITECTURAL & DESIGN HD,100.0,
52566995464,Architectural Builders Su,ABSF,ARCHITECTURAL BUILDERS SU,100.0,
52579517747,Architectural Details INC,ADIM,ARCHITECTURAL DETAILS INC,100.0,
52608361902,Architectural Door & MILL,ADAM,ARCHITECTURAL DOOR & MILL,100.0,
52578124394,Architectural Door Supply,ADSM,ARCHITECTURAL DOOR SUPPLY,100.0,
52591173528,Architectural Door Systems,ADSO,ARCHITECTURAL DOOR SYSTEMS,100.0,
52599058563,Architectural Doors of TX,ARCD,ARCHITECTURAL DOORS OF TX,100.0,
52579981316,Architectural Forest Prod,ARFO,ARCHITECTURAL FOREST PROD,100.0,
52571182424,Architectural Hardware CO,AHCO,ARCHITECTURAL HARDWARE CO,100.0,YES
52571182424,Architectural Hardware CO,ARCM,ARCHITECTURAL HARDWARE,100.0,YES
52596123926,Architectural Hdwe System,AHSI,ARCHITECTURAL HDWE SYSTEM,100.0,
52579207740,Architectural Hdwe&supply,ARCH,ARCHITECTURAL HDWE&SUPPLY,100.0,
52598748712,Architectural Interior Pr,AIPW,Architectural Interior Pr,100.0,YES
52598748712,Architectural Interior Pr,AIWV,Architectural Interior Pr,100.0,YES
52575954521,Architectural Materials,ARMA,ARCHITECTURAL MATERIALS,100.0,
52581919566,Architectural Opening Consulting,AOCI,ARCHITECTURAL OPENING CONSULTING,100.0,
52597051536,Architectural Opening LLC,AROI,ARCHITECTURAL OPENING LLC,100.0,
52606044765,Architectural Openings,ARHC,ARCHITECTURAL OPENINGS,100.0,
52589160290,Architectural Openings & Access,AROA,ARCHITECTURAL OPENINGS & ACCESS,100.0,
52593030663,Architectural Product LLC,CUDO,ARCHITECTURAL PRODUCT LLC,100.0,
52605425695,Argo Lumber INC.,ARGO,ARGO LUMBER INC.,100.0,
52607588181,Arj,ARJO,ARJ,100.0,
52576418622,Arrow Door CO.,ARRO,ARROW DOOR CO.,100.0,
52605580718,Artec Interiors,ARTE,ARTEC INTERIORS,100.0,
52596896861,Asa Builders Supply,ASAB,ASA BUILDERS SUPPLY,100.0,
52576730506,Asgard Enterprises,ASGA,ASGARD ENTERPRISES,100.0,
52607588182,Aspen Door Supply,ASPD,ASPEN DOOR SUPPLY,100.0,
52594113122,Assa Abloy Service Centers,ASCC,ASSA ABLOY Service Centers,100.0,YES
52594113122,Assa Abloy Service Centers,ASCG,ASSA ABLOY Service Centers,100.0,YES
52594113122,Assa Abloy Service Centers,ASCI,ASSA ABLOY Service Centers,100.0,YES
52594269040,Atlantic Builders Hdwe,ATBU,ATLANTIC BUILDERS HDWE,100.0,
52583001969,Atlantic Doors & Hdwe INC,ADHF,ATLANTIC DOORS & HDWE INC,100.0,
52591637609,Atlas Metal Products,ATME,ATLAS METAL PRODUCTS,100.0,
52563601789,Atlass Hardware,ATSS,ATLASS HARDWARE,100.0,
52608515881,Avallone Arch. Spec. LLC,AVAL,AVALLONE ARCH. SPEC. LLC,100.0,
52566686012,Avidoor Corporation,AVID,AVIDOOR CORPORATION,100.0,
52589005448,B & B Hdwe & Specialty CO,BBHA,B & B HDWE & SPECIALTY CO,100.0,
52591327918,B & B Millwork,BBNJ,B & B MILLWORK,100.0,
52574185282,B & B Specialties,BBSP,B & B SPECIALTIES,100.0,
52577348399,B & B Wood Products,BBOH,B & B Wood Products,100.0,
52579981317,B & J Bldrs Supply & Serv,BJBU,B & J BLDRS SUPPLY & SERV,100.0,
52596896859,"Barcol Door CO., INC.",BARC,"BARCOL DOOR CO., INC.",100.0,
52581609063,Basic Products,BASI,BASIC PRODUCTS,100.0,
52605425694,"Basnight & Sons, LLC",BNSN,"BASNIGHT & SONS, LLC",100.0,
52569788344,Bathsystem America LLC,BSHT,BATHSYSTEM AMERICA LLC,100.0,
52603106716,"Bayway Lumber, INC.",BAYW,"BAYWAY LUMBER, INC.",100.0,
52588231246,Bdr Engineering,BDRE,BDR ENGINEERING,100.0,
52579517748,Beacon Products LLC,BEPR,BEACON PRODUCTS LLC,100.0,
52608052376,Beaver Door & Trim,BEVD,BEAVER DOOR & TRIM,100.0,
52579670934,"Belanger Door & Hdwe, LLC",BELA,"BELANGER DOOR & HDWE, LLC",100.0,
52590707327,Bella Door & Supply INC.,BDSI,BELLA DOOR & SUPPLY INC.,100.0,
52567461126,Bemmco Door & Hardware,BEMM,BEMMCO DOOR & HARDWARE,100.0,
52568085156,Berks Products,BERK,BERKS PRODUCTS,100.0,
52608052372,Best Line Door,BEST,BEST LINE DOOR,100.0,
52598441531,Best Little Doorhouse,BLDH,BEST LITTLE DOORHOUSE,100.0,
52571027861,Beyond Door Services Grp.,BDSG,BEYOND DOOR SERVICES GRP.,100.0,
52594577706,Bhe Openings,BHEG,BHE OPENINGS,100.0,
52575645351,Bildisco Door Mfg.,BILD,BILDISCO DOOR MFG.,100.0,
52567305338,Birmingham Door Service,BIRM,BIRMINGHAM DOOR SERVICE,100.0,
52575114498,Bison Building Material,BBMT,BISON BUILDING MATERIAL,100.0,
52577503907,Bjornstad Constr. Supply,BCGT,Bjornstad Constr. Supply,100.0,
52604189246,Bjornstad Construction Supply,BJBI,BJORNSTAD CONSTRUCTION SUPPLY,100.0,
52572171675,Bldrs. Spec & Hdwe.-ind.,BSIN,BLDRS. SPEC & HDWE.-IND.,100.0,
52567461127,Bldrs.overhead Door Serv.,BODS,BLDRS.OVERHEAD DOOR SERV.,100.0,
52569633551,Bldrs.specialties & Hdwe.,BSHI,BLDRS.SPECIALTIES & HDWE.,100.0,
52591016821,Block Iron & Supply,BLOC,BLOCK IRON & SUPPLY,100.0,
52569788345,Bolyard Lumber CO.,BOLY,BOLYARD LUMBER CO.,100.0,
52575799926,Bonafide Doors & Hardware,BONA,BONAFIDE DOORS & HARDWARE,100.0,
52579670935,Bosker Brick CO.,BOSK,BOSKER BRICK CO.,100.0,
52584860436,"Botzum Bros. Hardware,llc",BOTZ,"BOTZUM BROS. HARDWARE,LLC",100.0,
52606816604,Bowman Building Suppplies,BBGA,BOWMAN BUILDING SUPPPLIES,100.0,
52589934518,"Brickson-shaw, INC.",BRIC,"BRICKSON-SHAW, INC.",100.0,
52575645354,Brock Door & Hdwe INC,BDGA,BROCK DOOR & HDWE INC,100.0,
52576574824,"Bronson & Assoc., INC.",BRON,"BRONSON & ASSOC., INC.",100.0,
52584396853,Brunswick Door CO.,BRUN,BRUNSWICK DOOR CO.,100.0,
52586563365,Buck Run,BURU,BUCK RUN,100.0,
52572947003,Buckeye Arch. Products,BUCK,BUCKEYE ARCH. PRODUCTS,100.0,
52608052371,Builder Specialties,BSCT,BUILDER SPECIALTIES,100.0,
52606816606,Builders Direct Depot,BDDT,BUILDERS DIRECT DEPOT,100.0,
52567615377,Builders Hardware CO.,BHCO,BUILDERS HARDWARE,100.0,YES
52567615377,Builders Hardware CO.,BHEL,BUILDERS HARDWARE CO.,100.0,YES
52567615377,Builders Hardware CO.,BUIH,BUILDERS HARDWARE,100.0,YES
52567150431,Builders Hdwe & Hollow,BUHH,BUILDERS HDWE & HOLLOW,100.0,
52597206148,"Builders Millwork, LLC",BMAL,"BUILDERS MILLWORK, LLC",100.0,
52583158955,Builders Service Center,BSCE,BUILDERS SERVICE CENTER,100.0,
52581919568,Builders Spec. & Hdwe,BSHC,BUILDERS SPEC. & HDWE,100.0,YES
52581919568,Builders Spec. & Hdwe,BUIM,BUILDERS SPEC. & HDWE INC,100.0,YES
52587337560,"Builders Specialties, INC",BSTN,"BUILDERS SPECIALTIES, INC",100.0,
52566532470,"Builders Supply CO, INC.",BUSU,"BUILDERS SUPPLY CO, INC.",100.0,
52566686013,Building Components CORP.,BUCO,BUILDING COMPONENTS CORP.,100.0,
52580445987,"Building Spec. CO., INC.",BSCI,"BUILDING SPEC. CO., INC.",100.0,
52585945156,Building Specialties CO.,BSGA,BUILDING SPECIALTIES CO.,100.0,
52584396854,Bunting Door & Hdwe CO.,BUNT,BUNTING DOOR & HDWE CO.,100.0,
52597206147,Burgess Sales & Supply,BSNC,BURGESS SALES & SUPPLY,100.0,
52590089359,Burt Millwork CORP.,BURT,BURT MILLWORK CORP.,100.0,
52579670942,Burts Lumber & Bldg Sup.,BLBS,BURTS LUMBER & BLDG SUP.,100.0,
52580679782,"Business Interiors LTD.,",BUSI,"BUSINESS INTERIORS LTD.,",100.0,
52588695651,"Butler Doors, INC.",BUTL,"BUTLER DOORS, INC.",100.0,
52596742178,C & A Wood Products,CAWP,C & A WOOD PRODUCTS,100.0,
52567305334,C & G Door and Lock,CGDL,C & G DOOR AND LOCK,100.0,
52608207017,C & G Service,CGSO,C & G Service,100.0,
52598441528,C & J Building Products,CJBM,C & J BUILDING PRODUCTS,100.0,
52591637615,C & M Hardware & Supply,CMHA,C & M HARDWARE & SUPPLY,100.0,
52597514054,C & S Supply of Orlando,CSFL,C & S SUPPLY OF ORLANDO,100.0,
52585945157,Cafferty Building Prod.,CAFF,CAFFERTY BUILDING PROD.,100.0,
52592256610,Calply Door Systems DIV.,CATX,CALPLY DOOR SYSTEMS DIV.,100.0,
52563754558,"Campbell Supply CO., INC.",CAMP,"CAMPBELL SUPPLY CO., INC.",100.0,
52598287166,Canador,CANA,CANADOR,100.0,
52575268726,Cap8 Doors & Hardware,CAPD,CAP8 DOORS & HARDWARE,100.0,
52583622061,Cape Townsend,CATO,CAPE TOWNSEND,100.0,
52562982031,Capefear Door & Hardware,CAPE,CAPEFEAR DOOR & HARDWARE,100.0,
52583001967,Capital Door Solutions,CAPS,CAPITAL DOOR SOLUTIONS,100.0,
52598903471,Capital Gypsum Door DIV.,CAGY,CAPITAL GYPSUM DOOR DIV.,100.0,
52575954522,Capitol Buiding Supply,CAPV,CAPITOL BUIDING SUPPLY,100.0,
52583776591,Capitol Building Supply,CBSV,CAPITOL BUILDING SUPPLY,100.0,
52585791104,Capitol Door & Hardware,CDHC,CAPITOL DOOR & HARDWARE,100.0,
52572480903,Capitol Door and Hdwe LLC,CADH,CAPITOL DOOR AND HDWE LLC,100.0,
52585016116,"Car Door, INC.",CARD,"CAR DOOR, INC.",100.0,
52606044763,Cardinal Dr & Hdwe Clearwater,CACF,CARDINAL DR & HDWE CLEARWATER,100.0,
52574340657,Cardinal Dr & Hdwe-pompano,CAPF,CARDINAL DR & HDWE-POMPANO,100.0,
52565757952,Carolina Door & Hdwe INC,CARO,CAROLINA DOOR & HDWE INC,100.0,
52598441527,Carrol Glass & Mainten.,CARR,CARROL GLASS & MAINTEN.,100.0,
52608515882,Carter Lumber,CLWM,CARTER LUMBER,100.0,
52577348398,Carter Lumber MI,CLMT,CARTER LUMBER MI,100.0,
52588076566,Carter/holmes Lumber,CCMO,CARTER/HOLMES LUMBER,100.0,
52578587920,CD Morris Supply LLC,CDMG,CD MORRIS SUPPLY LLC,100.0,
52592101044,CDF Distributors,CDFD,CDF Distributors,100.0,YES
52592101044,CDF Distributors,CDSW,CDF Distributors,100.0,YES
52580679784,Cdf Distributors (fl),CDFJ,CDF Distributors (FL),100.0,
52567461128,CDI Doors,CDIT,CDI Doors,100.0,
52584552539,Cendant Supplier Services,CEND,CENDANT SUPPLIER SERVICES,100.0,
52590707330,Centerline Arch. Products,CAPI,CENTERLINE ARCH. PRODUCTS,100.0,
52594269043,Central Fairbank Lumber,CFLO,CENTRAL FAIRBANK LUMBER,100.0,
52567305335,Central Indiana Hardware,CIHF,CENTRAL INDIANA HARDWARE,100.0,
52566221947,Central Michigan Door,CEMI,CENTRAL MICHIGAN DOOR,100.0,
52572480906,Central Texas Hardware,CTHT,CENTRAL TEXAS HARDWARE,100.0,
52566686015,Central Woodworking,CWNT,CENTRAL WOODWORKING,100.0,
52591327921,"Century Arch. Hdwe., INC.",CAHI,"CENTURY ARCH. HDWE., INC.",100.0,
52566221945,"Century Door CO., LTD.",CENT,"CENTURY DOOR CO., LTD.",100.0,
52577658178,Chapman Smidt Hardware,CSHH,CHAPMAN SMIDT HARDWARE,100.0,
52581146157,Charleston Acoustics Sup.,CHAR,CHARLESTON ACOUSTICS SUP.,100.0,
52590244641,Chattahoochee Professiona,CHAT,CHATTAHOOCHEE PROFESSIONA,100.0,
52583622059,"Che Mid-atlantic, INC.",CHEM,"CHE MID-ATLANTIC, INC.",100.0,
52592256608,Chicago Builders Supply,CHIB,CHICAGO BUILDERS SUPPLY,100.0,
52562982036,Chicago Door & Hdwe,CDHI,Chicago Door & Hdwe,100.0,
52592101048,"Chicago Doors & Locks,inc",CDAL,"CHICAGO DOORS & LOCKS,INC",100.0,
52591637610,Chicago Doorways,CHDO,CHICAGO DOORWAYS,100.0,
52591016819,Cinch Specialites,CINC,CINCH SPECIALITES,100.0,
52595662198,Circle Hardware CO. INC.,CIRC,CIRCLE HARDWARE CO. INC.,100.0,
52583776589,City Wide Door & Hardware,CWDH,CITY WIDE DOOR & HARDWARE,100.0,
52581919567,"Clark & Sons, INC.",CLSD,"CLARK & SONS, INC.",100.0,YES
52581919567,"Clark & Sons, INC.",CLSO,"CLARK & SONS, INC.",100.0,YES
52607280207,Classic City Door,CCDG,Classic City Door,100.0,
52563445388,"Classic Hardware CO., INC",CLAS,"CLASSIC HARDWARE CO., INC",100.0,
52574029970,Clem Lumber & Distrib. CO,CLEM,CLEM LUMBER & DISTRIB. CO,100.0,
52589314660,Cleveland Vicon,CLVI,CLEVELAND VICON,100.0,
52591173531,Coastal Const. Spec. LLC,COAS,COASTAL CONST. SPEC. LLC,100.0,
52603569543,Coastal Contract Hdwe INC,CCHI,COASTAL CONTRACT HDWE INC,100.0,
52597206152,Coastal Supplies & Svcs,CSSV,COASTAL SUPPLIES & SVCS,100.0,
52585634742,Coleman Fireproof Door,COLE,COLEMAN FIREPROOF DOOR,100.0,
52575954523,Coltex Door & Hdwe,COTX,COLTEX DOOR & HDWE,100.0,
52575645355,Columbus Door Company,CDRI,COLUMBUS DOOR COMPANY,100.0,
52579517749,"Comarco St. Louis, INC.",COSL,"COMARCO ST. LOUIS, INC.",100.0,
52595662196,Comdor LLC,CLFV,Comdor LLC,100.0,
52571336487,Comm. Glass & Material,COMM,COMM. GLASS & MATERIAL,100.0,
52599058565,Commercial & Ind. Door,CIDM,COMMERCIAL & IND. DOOR,100.0,
52563445387,Commercial Door & Hdwe,CDPK,COMMERCIAL DOOR & HDWE,100.0,YES
52563445387,Commercial Door & Hdwe,CDHO,COMMERCIAL DOOR AND HDWE.,100.0,YES
52563445387,Commercial Door & Hdwe,CDHW,COMMERCIAL DOOR & HDWE,100.0,YES
52563445387,Commercial Door & Hdwe,CDTT,COMMERCIAL DOOR & HDWE,100.0,YES
52576418627,Commercial Door & Supply,CODS,COMMERCIAL DOOR & SUPPLY,100.0,
52593030662,Commercial Door Company,CDVT,COMMERCIAL DOOR COMPANY,100.0,YES
52593030662,Commercial Door Company,CDCO,COMMERCIAL DOOR COMPANY,100.0,YES
52567305336,Commercial Door Solutions & Supply,CDAR,COMMERCIAL DOOR SOLUTIONS & SUPPLY,100.0,
52565911206,Commercial Door Specialty,CDSM,COMMERCIAL DOOR SPECIALTY,100.0,
52604035856,Commercial Doors & More LLC,CDMN,COMMERCIAL DOORS & MORE LLC,100.0,
52603106718,Commercial Doors of Michi,CDMD,Commercial Doors of Michi,100.0,
52572791193,"Commercial Doors, INC.",CKCM,"COMMERCIAL DOORS, INC.",100.0,
52593030665,Commercial Dr & Frame -ap,CDFS,COMMERCIAL DR & FRAME -AP,100.0,
52569942572,Commercial Dr & Hdwe Serv,CMDI,COMMERCIAL DR & HDWE SERV,100.0,
52589005451,"Commercial Hardware, INC.",CHNJ,"COMMERCIAL HARDWARE, INC.",100.0,YES
52589005451,"Commercial Hardware, INC.",COHI,"COMMERCIAL HARDWARE, INC.",100.0,YES
52571182426,Commercial Installation LLC,CICT,COMMERCIAL INSTALLATION LLC,100.0,
52586100052,Commercial Interiors Mfg.,CIMG,COMMERCIAL INTERIORS MFG.,100.0,
52578124391,"Commercial Openings, INC",COMO,"COMMERCIAL OPENINGS, INC",100.0,YES
52578124391,"Commercial Openings, INC",CONC,COMMERCIAL OPENINGS,100.0,YES
52594269044,Commercial Supply INC.,NATI,COMMERCIAL SUPPLY INC.,100.0,
52591173532,Competitive Door & Supply,COMP,COMPETITIVE DOOR & SUPPLY,100.0,
52576110961,Complete Commercial Door,CCDM,COMPLETE COMMERCIAL DOOR,100.0,
52588231247,Complete Door & Hardware,CDHM,COMPLETE DOOR & HARDWARE,100.0,
52597823069,Comwindor,CWDM,COMWINDOR,100.0,
52568085159,Concept Millwork & Cabin.,COMI,CONCEPT MILLWORK & CABIN.,100.0,
52592256609,Condoor LLC,COND,CONDOOR LLC,100.0,
52594732691,Consolidated Door & Frame,CDFL,CONSOLIDATED DOOR & FRAME,100.0,
52569633556,Consolidated Millwork,CONS,CONSOLIDATED MILLWORK,100.0,
52603569544,Construction Bldg Comp,CBCO,CONSTRUCTION BLDG COMP,100.0,
52576883245,Construction Interior Pro,CITX,CONSTRUCTION INTERIOR PRO,100.0,
52582537525,Construction Materials,CMIA,CONSTRUCTION MATERIALS,100.0,
52591016817,Construction Supply,CHES,CONSTRUCTION SUPPLY,100.0,
52575268727,Contract Builders Hdwe,CBHI,CONTRACT BUILDERS HDWE,100.0,
52594269045,Contract Hardware & Spec.,COHA,CONTRACT HARDWARE & SPEC.,100.0,
52568393394,Contract Hardware INC,CHBM,CONTRACT HARDWARE INC,100.0,
52604035853,Contract Hdwe & Supply CO INC,CHSP,CONTRACT HDWE & SUPPLY CO INC,100.0,
52580989110,"Contract Lumber, INC.",COLU,"CONTRACT LUMBER, INC.",100.0,
52584860434,"Contract Specialties, INC",COSP,"CONTRACT SPECIALTIES, INC",100.0,
52579361057,Contractors Lumber City,COLC,CONTRACTORS LUMBER CITY,100.0,
52598593948,"Cook & Boardman, LLC",COBO,"COOK & BOARDMAN, LLC",100.0,
52569169196,Copper Ridge Sales LLC,COPR,COPPER RIDGE SALES LLC,100.0,
52581454197,Cothron's,COAT,COTHRON'S,100.0,
52588076567,County Heritage,CACH,COUNTY HERITAGE,100.0,
52585791102,Courtney Sales,COUR,COURTNEY SALES,100.0,
52583158961,Covenant Door,COVE,COVENANT DOOR,100.0,
52565757879,"Crawford Door Sales, INC.",CRAW,"CRAWFORD DOOR SALES, INC.",100.0,
52578124388,Crown Millwork,CROW,CROWN MILLWORK,100.0,
52598903470,Custom Door & Hardware CO,CDHN,CUSTOM DOOR & HARDWARE CO,100.0,
52608670721,"Custom Door Systems, INC.",CDSP,"CUSTOM DOOR SYSTEMS, INC.",100.0,
52604652648,Custom Doors and Hardware,CDJM,CUSTOM DOORS AND HARDWARE,100.0,
52606199598,Custom Hollow Metal Doors & Frames,CHMM,CUSTOM HOLLOW METAL DOORS & FRAMES,100.0,
52575114507,Custom Stainless Fabric.,CUST,CUSTOM STAINLESS FABRIC.,100.0,
52589314659,Cvh International LLC,CVHI,CVH INTERNATIONAL LLC,100.0,
52583622060,D & B Wholesale Doors LLC,DBWD,D & B WHOLESALE DOORS LLC,100.0,
52568085157,"D.H. Pace Company, INC.",OVKC,"D.H. PACE COMPANY, INC.",100.0,
52575114501,D8 Door & Hardware INC,DDOO,D8 DOOR & HARDWARE INC,100.0,
52587182934,Dallas Door & Supply CO.,DALL,DALLAS DOOR & SUPPLY CO.,100.0,
52574340660,Dallas Millwork INC.,DMHG,DALLAS MILLWORK INC.,100.0,
52591327919,Darem Hardware Limited,DARE,DAREM HARDWARE LIMITED,100.0,
52583001972,Darmstadt Overhead Doors,DARM,DARMSTADT OVERHEAD DOORS,100.0,
52578432568,Davies Hardware,DAVH,DAVIES HARDWARE,100.0,
52581454193,Davis-fetch CORP. of PA.,DAVI,DAVIS-FETCH CORP. OF PA.,100.0,
52579981322,Dayoris Doors,DAYF,DAYORIS DOORS,100.0,
52583158960,Dayton Metal Door INC.,DAME,DAYTON METAL DOOR INC.,100.0,
